,adminRights,controllables,controllers,dcomRights,members,membership,admincount,description,distinguishedname,doesanyacegrantownerrights,doesanyinheritedacegrantownerrights,domain,domainsid,isaclprotected,lastseen,name,objectid,samaccountname,whencreated,psRemoteRights,rdpRights,sessions,admin_tier_0,path_da_nnodes,path_da_nedges,path_da_nodes,path_da_edges,path_da_nodes_oidlist,control_risk,system_tags,objectID,error,controllables_norm,controllers_norm,path_da_nedges_norm,members_norm,sessions_norm,n_in_path_da,n_in_path_da_norm,members_controllables_mean,users_mean-group_control,users_mean-group_control_norm,control_risk_norm,control_risk_norm_100,control_risk_100
78,0.0,21.0,217.0,0.0,17.0,5.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-RA7-DISTLIST1,OU=TEST,OU=AWS,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-RA7-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3658,MA-ra7-distlist1,1742159175.0,0.0,0.0,0.0,False,12.0,17.0,"                                     label       kind  \
id                                                      
1002                     USERS@MYLAB.LOCAL  Container   
1019               LOUIS_TYLER@MYLAB.LOCAL       User   
128              DOMAIN ADMINS@MYLAB.LOCAL      Group   
1816              6372101301SA@MYLAB.LOCAL       User   
2510             CLAUDE_GIBSON@MYLAB.LOCAL       User   
2602            STEWART_THOMAS@MYLAB.LOCAL       User   
2902          MA-RA7-DISTLIST1@MYLAB.LOCAL      Group   
3120          WE-AZU-DISTLIST1@MYLAB.LOCAL      Group   
477              JENNA_HARDING@MYLAB.LOCAL       User   
870           DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
872           RO-ARJ-DISTLIST1@MYLAB.LOCAL      Group   
881   BR-EDUFER191-ADMINGROUP1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
1816  S-1-5-21-1333368235-828418111-1849936505-2469       False   
2510  S-1-5-21-1333368235-828418111-1849936505-3196       False   
2602  S-1-5-21-1333368235-828418111-1849936505-3290       False   
2902  S-1-5-21-1333368235-828418111-1849936505-3658       False   
3120  S-1-5-21-1333368235-828418111-1849936505-3889       False   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
872   S-1-5-21-1333368235-828418111-1849936505-3635       False   
881   S-1-5-21-1333368235-828418111-1849936505-3849       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
1816          False        2025-03-16T21:35:40.117Z  
2510          False        2025-03-16T21:35:40.117Z  
2602          False        2025-03-16T21:35:40.117Z  
2902          False  2025-03-16T21:35:36.886857315Z  
3120          False        2025-03-16T21:35:40.097Z  
477           False  2025-03-16T21:35:31.048103438Z  
870           False        2025-03-16T21:35:39.799Z  
872           False        2025-03-16T21:35:39.799Z  
881           False  2025-03-16T21:35:36.886857315Z  ","   source target       label        kind                        lastSeen
0    2902   3120    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
1    3120    881    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2     881   2602  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
3    2602    872    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
4     872   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
5    1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
6     881   2510  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
7    2510    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
8     870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
9    1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
10    881   1816  GenericAll  GenericAll  2025-03-16T21:35:34.829357333Z
11   1816    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
12    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
13    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
14    872   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
15    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
16    872    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-2469'
 'S-1-5-21-1333368235-828418111-1849936505-3196'
 'S-1-5-21-1333368235-828418111-1849936505-3290'
 'S-1-5-21-1333368235-828418111-1849936505-3658'
 'S-1-5-21-1333368235-828418111-1849936505-3889'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3635'
 'S-1-5-21-1333368235-828418111-1849936505-3849']",275.0,,,,0.005879059350503919,0.49885057471264366,0.5666666666666667,0.0065485362095531584,1.0,3.0,0.0041841004184100415,40.72727272727273,19.727272727272727,0.9940903413318077,3.0762192786895852,0.2761412783133201,0.15114208455163014
79,0.0,0.0,217.0,0.0,21.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AL-BARTOLITO-ADMINGROUP1,OU=SERVICEACCOUNTS,OU=ESM,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AL-BARTOLITO-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3659,AL-BARTOLITO-admingroup1,1742159175.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],238.0,,,,0.0,0.49885057471264366,0.0,0.008089368258859784,1.0,0.0,0.0,357.1666666666667,357.1666666666667,0.8996591790720478,2.406599122043551,0.21603185525575128,0.13080660408468353
80,0.0,0.0,218.0,0.0,20.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=DO-664539651-DISTLIST1,OU=TIER 0,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,DO-664539651-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3660,DO-664539651-distlist1,1742159175.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],238.0,,,,0.0,0.5011494252873563,0.0,0.007704160246533128,1.0,0.0,0.0,531.7857142857143,531.7857142857143,0.8507926865536295,2.359646272087519,0.21181706468567352,0.13080660408468353
81,0.0,0.0,217.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RE-KOK-DISTLIST1,OU=SERVICEACCOUNTS,OU=OGC,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RE-KOK-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3661,RE-kok-distlist1,1742159176.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],244.0,,,,0.0,0.49885057471264366,0.0,0.010400616332819723,1.0,0.0,0.0,180.55555555555554,180.55555555555554,0.9490831431667831,2.4583343342122466,0.22067594149532518,0.13410424956581
82,0.0,0.0,221.0,0.0,50.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=FE-JUA-DISTLIST1,OU=GROUPS,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,FE-JUA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3662,FE-jua-distlist1,1742159176.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],271.0,,,,0.0,0.5080459770114942,0.0,0.01926040061633282,1.0,0.0,0.0,295.13513513513516,295.13513513513516,0.9170184729911436,2.4443248506189708,0.21941835991303804,0.14894365423087913
83,0.0,0.0,217.0,0.0,30.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-TEA-DISTLIST1,OU=DEVICES,OU=HRE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-TEA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3663,MA-tea-distlist1,1742159176.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],247.0,,,,0.0,0.49885057471264366,0.0,0.011556240369799691,1.0,0.0,0.0,557.5217391304348,557.5217391304348,0.8435905554993357,2.353997370581779,0.2113099828616738,0.13575307230637323
84,0.0,0.0,263.0,0.0,32.0,6.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TH-UNLEASHEA-DISTLIST1,OU=TEST,OU=FIN,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,TH-UNLEASHEA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3664,TH-unleashea-distlist1,1742159177.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],295.0,,,,0.0,0.6045977011494252,0.0,0.012326656394453005,1.0,0.0,0.0,61.416666666666664,61.416666666666664,0.9824237191344332,2.5993480766783112,0.23333424429385397,0.16213423615538505
85,0.0,0.0,275.0,0.0,59.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RA-NIC-ADMINGROUP1,OU=DEVICES,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RA-NIC-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3665,RA-nic-admingroup1,1742159177.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],334.0,,,,0.0,0.632183908045977,0.0,0.022727272727272728,1.0,0.0,0.0,293.4634146341463,293.4634146341463,0.9174862977701028,2.5723974785433525,0.23091498482433187,0.18356893178270714
86,0.0,0.0,218.0,0.0,22.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RO-OU8-ADMINGROUP1,OU=TEST,OU=FSR,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RO-OU8-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3666,RO-OU8-admingroup1,1742159177.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],240.0,,,,0.0,0.5011494252873563,0.0,0.00847457627118644,1.0,0.0,0.0,63.4375,63.4375,0.981858196424793,2.491482197983336,0.22365150748911342,0.13190581924505904
87,0.0,0.0,218.0,0.0,68.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=69-CIN-ADMINGROUP1,OU=T1-PERMISSIONS,OU=TIER 1,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,69-CIN-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3667,69-cin-admingroup1,1742159177.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],286.0,,,,0.0,0.5011494252873563,0.0,0.026194144838212634,1.0,0.0,0.0,504.1111111111111,504.1111111111111,0.858537321560071,2.3858808916856398,0.21417205330500716,0.15718776793369535
88,0.0,0.0,251.0,0.0,61.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TI-MIN-DISTLIST1,OU=ITS,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,TI-MIN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3668,TI-min-distlist1,1742159178.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],312.0,,,,0.0,0.5770114942528736,0.0,0.02349768875192604,1.0,0.0,0.0,226.08823529411765,226.08823529411765,0.936340991699767,2.5368501747045666,0.22772402961816862,0.17147756501857675
89,0.0,0.0,217.0,0.0,25.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=CA-BARRANCAS-DISTLIST1,OU=TEST,OU=FIN,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,CA-BARRANCAS-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3669,CA-barrancas-distlist1,1742159178.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],242.0,,,,0.0,0.49885057471264366,0.0,0.00963020030816641,1.0,0.0,0.0,25.42105263157895,25.42105263157895,0.99249695815346,2.50097773317427,0.22450388795628565,0.13300503440543454
90,0.0,0.0,274.0,0.0,86.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=AN-HAN-DISTLIST1,OU=GROUPS,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,AN-HAN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3670,AN-han-distlist1,1742159178.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],360.0,,,,0.0,0.6298850574712643,0.0,0.03312788906009245,1.0,0.0,0.0,398.94827586206895,398.94827586206895,0.8879667507774619,2.5509796973088186,0.22899238667610797,0.1978587288675885
91,0.0,0.0,217.0,0.0,166.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=RE-746-DISTLIST1,OU=FIN,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,RE-746-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3671,RE-746-distlist1,1742159178.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],383.0,,,,0.0,0.49885057471264366,0.0,0.06394453004622497,1.0,0.0,0.0,488.5769230769231,488.5769230769231,0.8628845064388273,2.4256796111976957,0.21774464299567903,0.2104997032119067
92,0.0,0.0,275.0,0.0,25.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=PA-ELD-DISTLIST1,OU=DEVICES,OU=BDE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,PA-ELD-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3672,PA-eld-distlist1,1742159179.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],300.0,,,,0.0,0.632183908045977,0.0,0.00963020030816641,1.0,0.0,0.0,386.55,386.55,0.8914363622712598,2.5332504706254033,0.22740089696866736,0.16488227405632377
93,0.0,0.0,276.0,0.0,42.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=SY-SOYARMAND-DISTLIST1,OU=FIN,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,SY-SOYARMAND-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3673,SY-soyarmand-distlist1,1742159179.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],318.0,,,,0.0,0.6344827586206897,0.0,0.016178736517719568,1.0,0.0,0.0,166.73333333333332,166.73333333333332,0.9529512407656412,2.6036127359040506,0.2337170676050283,0.1747752104997032
95,0.0,0.0,260.0,0.0,196.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=TO-MAXIMILIT-ADMINGROUP1,OU=AWS,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,TO-MAXIMILIT-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3675,TO-maximilit-admingroup1,1742159179.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],456.0,,,,0.0,0.5977011494252874,0.0,0.07550077041602465,1.0,0.0,0.0,398.07801418439715,398.07801418439715,0.888210290278684,2.561412210119996,0.22992887629622563,0.2506210565656121
96,0.0,0.0,221.0,0.0,158.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-LOLIVICEN-DISTLIST1,OU=GOO,OU=PEOPLE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-LOLIVICEN-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3676,MA-lolivicen-distlist1,1742159179.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],379.0,,,,0.0,0.5080459770114942,0.0,0.06086286594761171,1.0,0.0,0.0,359.71153846153845,359.71153846153845,0.8989470061434923,2.467855849102598,0.2215306540678376,0.2083012728911557
97,0.0,0.0,219.0,0.0,57.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-MOL-DISTLIST1,OU=GROUPS,OU=SEC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,MA-MOL-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3677,MA-mol-distlist1,1742159180.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],276.0,,,,0.0,0.503448275862069,0.0,0.021956856702619414,1.0,0.0,0.0,646.2380952380952,646.2380952380952,0.8187636124418165,2.3441687450065047,0.21042770205379346,0.15169169213181788
98,0.0,0.0,248.0,0.0,47.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=ST-160-ADMINGROUP1,OU=T2-SERVERS,OU=TIER 2,OU=ADMIN,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,ST-160-ADMINGROUP1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3678,ST-160-admingroup1,1742159180.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],295.0,,,,0.0,0.5701149425287356,0.0,0.01810477657935285,1.0,0.0,0.0,172.91176470588235,172.91176470588235,0.9512222296722987,2.539441948780387,0.22795668397130736,0.16213423615538505
99,0.0,0.0,220.0,0.0,61.0,2.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=MA-890530553-DISTLIST1,OU=TEST,OU=OGC,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,MA-890530553-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3679,MA-890530553-distlist1,1742159180.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],281.0,,,,0.0,0.5057471264367817,0.0,0.02349768875192604,1.0,0.0,0.0,326.4102564102564,326.4102564102564,0.9082662463546914,2.437511061543399,0.21880671026942514,0.1544397300327566
100,0.0,0.0,272.0,0.0,20.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=IV-MIS-DISTLIST1,OU=ITS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,IV-MIS-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3680,IV-mis-distlist1,1742159180.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],292.0,,,,0.0,0.6252873563218391,0.0,0.007704160246533128,1.0,0.0,0.0,367.6,367.6,0.8967394494536172,2.5297309660219893,0.22708496354124588,0.1604854134148218
102,0.0,0.0,219.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=VI-POL-DISTLIST1,OU=GROUPS,OU=BDE,OU=TIER 1,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,VI-POL-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3682,VI-pol-distlist1,1742159181.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],246.0,,,,0.0,0.503448275862069,0.0,0.010400616332819723,1.0,0.0,0.0,516.0526315789474,516.0526315789474,0.8551955313684698,2.3690444235633583,0.21266070336263612,0.1352034647261855
103,0.0,0.0,218.0,0.0,18.0,3.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=BL-FLORECITA-DISTLIST1,OU=DEVICES,OU=HRE,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:40.097Z,BL-FLORECITA-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3683,BL-florecita-distlist1,1742159181.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],236.0,,,,0.0,0.5011494252873563,0.0,0.006933744221879815,1.0,0.0,0.0,32.57142857142857,32.57142857142857,0.9904959519795468,2.498579121488783,0.22428857310483918,0.12970738892430803
104,0.0,0.0,411.0,0.0,28.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=EL-RAFAELTQM-DISTLIST1,OU=GROUPS,OU=TST,OU=STAGE,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,EL-RAFAELTQM-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3684,EL-rafaeltqm-distlist1,1742159181.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],439.0,,,,0.0,0.9448275862068966,0.0,0.01078582434514638,1.0,0.0,0.0,480.29411764705884,480.29411764705884,0.8652024188034222,2.8208158293554653,0.2532146178267508,0.24127772770242048
105,0.0,0.0,221.0,0.0,33.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=DE-INV-DISTLIST1,OU=GROUPS,OU=HRE,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:36.886857315Z,DE-INV-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3685,DE-inv-distlist1,1742159182.0,0.0,0.0,0.0,False,0.0,0.0,0,0,[],254.0,,,,0.0,0.5080459770114942,0.0,0.012711864406779662,1.0,0.0,0.0,416.5,416.5,0.8830549659065313,2.403812807324805,0.21578173768008044,0.13960032536768746
106,0.0,52.0,220.0,0.0,27.0,0.0,False,User Group Created by Badblood github.com/davidprowe/badblood,"CN=DE-OMAR3BETE-DISTLIST1,OU=GROUPS,OU=AWS,OU=TIER 2,DC=MYLAB,DC=LOCAL",False,False,MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505,False,2025-03-16T21:35:39.799Z,DE-OMAR3BETE-DISTLIST1@MYLAB.LOCAL,S-1-5-21-1333368235-828418111-1849936505-3686,DE-omar3bete-distlist1,1742159182.0,0.0,0.0,0.0,False,7.0,8.0,"                                   label       kind  \
id                                                    
1002                   USERS@MYLAB.LOCAL  Container   
1019             LOUIS_TYLER@MYLAB.LOCAL       User   
128            DOMAIN ADMINS@MYLAB.LOCAL      Group   
477            JENNA_HARDING@MYLAB.LOCAL       User   
708            VONDA_ACEVEDO@MYLAB.LOCAL       User   
870         DE-DAS-DISTLIST1@MYLAB.LOCAL      Group   
874   DE-OMAR3BETE-DISTLIST1@MYLAB.LOCAL      Group   

                                           objectId  isTierZero  \
id                                                                
1002           643CE9DD-6D50-4B82-8DA1-994C82A16D6C       False   
1019  S-1-5-21-1333368235-828418111-1849936505-3276        True   
128    S-1-5-21-1333368235-828418111-1849936505-512        True   
477   S-1-5-21-1333368235-828418111-1849936505-1447        True   
708   S-1-5-21-1333368235-828418111-1849936505-1678       False   
870   S-1-5-21-1333368235-828418111-1849936505-3600       False   
874   S-1-5-21-1333368235-828418111-1849936505-3686       False   

      isOwnedObject                        lastSeen  
id                                                   
1002          False        2025-03-16T21:35:40.053Z  
1019          False        2025-03-16T21:35:40.117Z  
128           False        2025-03-16T21:35:40.428Z  
477           False  2025-03-16T21:35:31.048103438Z  
708           False        2025-03-16T21:35:40.117Z  
870           False        2025-03-16T21:35:39.799Z  
874           False        2025-03-16T21:35:39.799Z  ","  source target       label        kind                        lastSeen
0    874    708  GenericAll  GenericAll  2025-03-16T21:35:31.203879153Z
1    708    870    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
2    870   1002  GenericAll  GenericAll  2025-03-16T21:35:38.232994191Z
3   1002    128    Contains    Contains   2025-03-16T21:35:36.88777499Z
4    870   1019  GenericAll  GenericAll  2025-03-16T21:35:35.889597893Z
5   1019    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z
6    870    477  GenericAll  GenericAll  2025-03-16T21:35:31.049135433Z
7    477    128    MemberOf    MemberOf   2025-03-16T21:35:36.88777499Z","['643CE9DD-6D50-4B82-8DA1-994C82A16D6C'
 'S-1-5-21-1333368235-828418111-1849936505-3276'
 'S-1-5-21-1333368235-828418111-1849936505-512'
 'S-1-5-21-1333368235-828418111-1849936505-1447'
 'S-1-5-21-1333368235-828418111-1849936505-1678'
 'S-1-5-21-1333368235-828418111-1849936505-3600'
 'S-1-5-21-1333368235-828418111-1849936505-3686']",318.0,,,,0.014557670772676373,0.5057471264367817,0.26666666666666666,0.010400616332819723,1.0,11.0,0.015341701534170154,226.66666666666666,174.66666666666666,0.9507311268704767,2.7634449086135913,0.2480646340458736,0.1747752104997032
